z_idx,z_lo,z_hi,mass_bin,bulge_bin,mass_lo,mass_hi,bulge_lo,bulge_hi,n_barred,n_unbarred,valid,d_mass,d_bulge,d_z,q_unbarred,med_mass_u,med_bulge_u,med_z_u,delta_q,barmode
0,0.02,0.06,2,0,10.006921768188477,10.239534378051758,0.3864016248867915,1.183200033387799,19,840,False,,,,,,,,,strong_only
0,0.02,0.06,2,1,10.006921768188477,10.239534378051758,1.183200033387799,1.3036914768597134,50,675,True,-0.005747795104980469,0.007335939053012552,-0.010574014857411385,0.02666666666666667,10.122370719909668,1.2366096974416845,0.045153651386499405,-0.006666666666666668,strong_only
0,0.02,0.06,2,2,10.006921768188477,10.239534378051758,1.3036914768597134,1.4591103326268486,77,541,True,0.0076770782470703125,0.008839065972624738,-0.001342669129371643,0.033271719038817,10.123330116271973,1.3620825983292992,0.045610226690769196,-0.020284706051804016,strong_only
0,0.02,0.06,2,3,10.006921768188477,10.239534378051758,1.4591103326268486,1.7085361622827162,116,365,True,-0.0032701492309570312,0.022992734367172085,-0.002752188593149185,0.06301369863013699,10.139466285705566,1.5567215230206053,0.045386407524347305,0.06629664619744922,strong_only
0,0.02,0.06,2,4,10.006921768188477,10.239534378051758,1.7085361622827162,3.245336315750976,113,271,True,-0.008527755737304688,-0.0122561633460041,-0.0037798695266246796,0.14022140221402213,10.141704559326172,1.908833088687617,0.04123547300696373,0.14296443849394247,strong_only
0,0.02,0.06,3,0,10.239534378051758,10.462076187133789,0.3864016248867915,1.183200033387799,29,548,False,,,,,,,,,strong_only
0,0.02,0.06,3,1,10.239534378051758,10.462076187133789,1.183200033387799,1.3036914768597134,83,609,True,0.020565032958984375,0.012977426671678005,-0.008365534245967865,0.021346469622331693,10.339296340942383,1.2398794207406691,0.045619670301675797,0.05094268700417433,strong_only
0,0.02,0.06,3,2,10.239534378051758,10.462076187133789,1.3036914768597134,1.4591103326268486,103,466,True,0.0021924972534179688,0.019528399899984672,-0.007973719388246536,0.030042918454935622,10.350478172302246,1.3693957188509183,0.04678437113761902,0.047626984457685734,strong_only
0,0.02,0.06,3,3,10.239534378051758,10.462076187133789,1.4591103326268486,1.7085361622827162,171,390,True,0.020063400268554688,0.018601826563006574,-0.0020673181861639023,0.1,10.348320007324219,1.5608012221458316,0.04496554471552372,0.09883040935672513,strong_only
0,0.02,0.06,3,4,10.239534378051758,10.462076187133789,1.7085361622827162,3.245336315750976,229,436,True,-0.0022783279418945312,0.005610240038969039,0.0005475319921970367,0.2981651376146789,10.375272750854492,1.9080100636460902,0.04107452929019928,0.10794839950322505,strong_only
0,0.02,0.06,4,0,10.462076187133789,10.715106010437012,0.3864016248867915,1.183200033387799,21,274,False,,,,,,,,,strong_only
0,0.02,0.06,4,1,10.462076187133789,10.715106010437012,1.183200033387799,1.3036914768597134,84,367,True,-0.011291980743408203,0.009920116245414778,-0.0045076459646224976,0.05449591280653951,10.56908893585205,1.2400887623072476,0.04517320170998573,0.02883742052679382,strong_only
0,0.02,0.06,4,2,10.462076187133789,10.715106010437012,1.3036914768597134,1.4591103326268486,167,389,True,0.009562492370605469,-0.0003275003595242243,-0.0042031072080135345,0.09254498714652956,10.568267822265625,1.3794693716295743,0.04586862772703171,0.09907177932053632,strong_only
